GENE	CD69-ITGAE-	CD69+ITGAE-	CD38-ENTPD1-	CD38+ENTPD1-	CD38+ENTPD1+
CAST	1.454236298	1.454190367	1.716865647	1.421625928	1.4285343
ERAP1	0.320452319	0.446816986	0.496986708	0.426164721	0.391656313
AC008906.1	0	0.005783004	0.004597561	0	0.005911318
AC009126.1	0.051277424	0.040699083	0.036679938	0.044193909	0.031201581
ERAP2	0.439262473	0.362521	0.39903759	0.421945753	0.406973333
LNPEP	0.928933548	0.879895855	0.919544155	0.982097426	0.968865055
LIX1-AS1	0	0.001139521	0	0	0
LIX1	0	0.001089796	0	0	0
RIOK2	0.322883296	0.302013241	0.264000643	0.225221778	0.208835796
RGMB	0	0.009809412	0	0.002467666	0.005409368
RGMB-AS1	0	0.000917741	0	0.00326343	0
AC008522.1	0	0.002566526	0	0	0.002047308
CHD1	0.917082445	1.283862192	1.518435002	1.287392706	1.478798551
LINC02062	0	0	0.015845933	0	0
AC021086.1	0	0.001620041	0	0	0.000264096
FAM174A	0.189586248	0.22079773	0.300112804	0.274480125	0.245747953
ST8SIA4	0.889882617	0.832537633	0.891649882	1.043895081	0.894860538
SLCO4C1	0.014470773	0.00972666	0.007432221	0.003162303	0.002274239
LINC00491	0	0	0	0	0
PAM	0.355010372	0.384564347	0.34293864	0.500346218	0.917123554
GIN1	0.087858106	0.064777445	0.053430586	0.068030921	0.043448383
PPIP5K2	0.399845836	0.317302121	0.296744522	0.37397949	0.356968195
C5orf30	0.022272992	0.07439741	0.103504701	0.048131187	0.12497192
NUDT12	0	0.004130532	0.011911128	0.022144267	0.002808226
EFNA5	0	0.005582177	0	0.013208847	0.002323871
FBXL17	0.12839695	0.181525708	0.109892649	0.145759153	0.20962786
LINC01023	0.045641238	0.006028436	0	0	0.000595896
FER	0.105630561	0.079535309	0.038537642	0.029655647	0.023410605
AC008467.1	0	0.002394695	0	0	0.005719438
PJA2	0.648150903	0.580860748	0.590101441	0.57998125	0.59040057
MAN2A1	0.580689221	0.673543881	0.603450047	0.569394983	0.423029335
TMEM232	0	0.006736488	0	0.004219258	0
SLC25A46	0.289726878	0.389332106	0.557750526	0.614757362	0.572708897
TSLP	0	0.002483784	0.010512214	0.015454986	0.00210886
WDR36	0.321309609	0.260409633	0.281098997	0.253997129	0.324501512
CAMK4	1.121782251	1.123734001	1.425306131	1.208244354	1.098812138
STARD4	0.107949715	0.132083755	0.108933562	0.119243319	0.226648902
NREP	0	0.011375199	0	0.008351273	0.018200798
EPB41L4A	0.066199944	0.010881341	0.010750156	0.004015565	0.008636153
EPB41L4A-AS1	0.531648381	0.593810414	0.564349554	0.536370561	0.575506643
APC	0.209221867	0.24282005	0.183748755	0.202890458	0.215441049
SRP19	0.8196359	0.794921345	0.812108013	0.849255822	0.79992438
REEP5	1.968401516	1.763242452	1.78997751	1.791326726	1.787061234
DCP2	0.880259286	0.747135278	0.580867922	0.768307459	0.776720498
MCC	0	0.047570847	0.027413732	0.018928156	0.021432195
YTHDC2	0.317152222	0.380104521	0.415841145	0.417872527	0.430074237
KCNN2	0	0	0	0	0
TRIM36	0	0.009140644	0	0.008423847	0.004329495
PGGT1B	0.241110407	0.233402458	0.175176085	0.160238417	0.214682122
AC008494.3	0	0.003145223	0.007965386	0	0.001772891
CCDC112	0.093918788	0.083092019	0.030363613	0.057564856	0.008477223
FEM1C	0.081036221	0.235452475	0.227993197	0.221856015	0.203668467
TMED7-TICAM2	0	0	0	0	0
TICAM2	0	0.003308351	0.01865219	0.004277215	0.014977619
AC010226.1	0.014206623	0.014739695	0.015712143	0.014426656	0.01784148
TMED7	0.133268902	0.110016988	0.127079209	0.09478341	0.121110419
AC008549.2	0	0.006872205	0	0.004656988	0.003404865
CDO1	0	0.001207782	0.025984908	0.007803226	0
ATG12	0.886188792	0.830930154	0.871405686	0.965372259	0.878698814
AP3S1	1.202530799	1.084783821	0.849730395	0.904548226	0.890594209
LVRN	0	0	0	0	0
AC034236.2	0.037621981	0.073207767	0.072602198	0.055102928	0.057521418
COMMD10	0.466880641	0.42114292	0.343268635	0.416830958	0.37925422
SEMA6A	0	0.001940183	0	0.002586996	0
SEMA6A-AS1	0	0.001851006	0.00341616	0.010697551	0.001587236
LINC00992	0	0	0	0	0
DTWD2	0	0.033458206	0.03573428	0.021946437	0.009654784
AC008629.1	0	0	0	0	0
DMXL1	0.33212275	0.320482163	0.274598023	0.297237546	0.24548229
TNFAIP8	1.277111607	1.192908405	0.979032316	1.027634054	0.811132986
HSD17B4	0.274620553	0.214393587	0.220098264	0.211098	0.195492083
PRR16	0	0.001407654	0	0	0.003724214
AC114284.1	0	0	0	0	0
SRFBP1	0.264234363	0.244470807	0.189504023	0.245757452	0.260134238
LOX	0	0.002942372	0	0	0
ZNF474	0	0	0	0.005501932	0
SNCAIP	0	0	0	0	0.001377039
AC022101.1	0	0.005798094	0.031831878	0	0
SNX2	0.733285929	0.736302845	0.690051952	0.619319412	0.565861864
SNX24	0.051631471	0.065171824	0.032236638	0.035112946	0.018308575
PPIC	0.058743158	0.034118293	0.033179371	0.039492304	0.017760443
AC106786.2	0	0	0	0	0
AC106786.1	0	0	0	0	0
PRDM6	0	0	0.004307816	0	0
CEP120	0.190566508	0.296780964	0.254984866	0.244746306	0.286723851
CSNK1G3	0.389801422	0.393030121	0.515060559	0.438243454	0.591771919
ZNF608	0.045069718	0.005574195	0	0.00462941	0.001319581
LINC02240	0	0	0	0	0
GRAMD2B	0.089953996	0.122297972	0.10301829	0.118145181	0.302913237
ALDH7A1	0.009745046	0.01221345	0.005095833	0.005911724	0.007432543
PHAX	0.625590008	0.549824847	0.501155673	0.532899835	0.537767052
LMNB1	0.439482417	0.79070308	0.659570675	0.736005096	0.858828671
3-Mar	0.016508481	0.132840542	0.155357885	0.087500592	0.113358649
C5orf63	0.133069868	0.1057265	0.047449869	0.100594314	0.075819989
AC011416.3	0.010809557	0.005646105	0.002474653	0.001899203	0.002467711
MEGF10	0	0	0	0	0
PRRC1	0.257309768	0.254091262	0.193154584	0.259088632	0.290419004
AC010424.3	0	0.001305872	0	0.001976479	0.005419883
LINC01184	0.317984268	0.220858862	0.116813035	0.116676056	0.108962832
SLC12A2	0.101767687	0.101240921	0.120097908	0.090337477	0.171243503
FBN2	0	0	0	0	0
ISOC1	0.329134648	0.421773328	0.456084146	0.424705387	0.542143423
CHSY3	0	0.001564361	0	0	0.002785449
HINT1	3.258297838	3.113785988	3.152032373	3.071635896	2.945609552
LYRM7	0.224380219	0.184928526	0.220212871	0.19895294	0.130802837
CDC42SE2	1.288724176	1.354754008	1.446547952	1.258942858	1.223593651
RAPGEF6	0.365654026	0.3398123	0.392126229	0.376229205	0.39447672
FNIP1	0.437393073	0.383010413	0.27755567	0.357012993	0.357991737
MEIKIN	0	0.001703342	0	0	0
ACSL6	0.177247755	0.128513346	0.095093719	0.063611081	0.030178413
CSF2	0	0.042259466	0.045497969	0.322496788	0.462803705
P4HA2	0	0.00893926	0.028263855	0.026573195	0.084258471
PDLIM4	0.033913603	0.037803849	0.069019952	0.173165567	0.649010759
SLC22A4	0	0.006496554	0.010167169	0	0.002534843
SLC22A5	0.14620191	0.139158213	0.091755111	0.141455179	0.124196907
AC116366.3	1.094601841	0.867638731	0.596028844	0.825818887	0.585407493
AC116366.2	0.020574805	0.016320474	0.01522377	0.0435456	0.048326068
AC116366.1	0	0.015686133	0.037840013	0.007455819	0.007140657
IRF1	2.186609539	2.411296264	2.305411164	2.21773424	1.785603727
RAD50	0.257681028	0.23011868	0.249657804	0.237570617	0.224759426
IL13	0.083524462	0.035107812	0.026018259	0.032530947	0.1332124
IL4	0.021129422	0.045069185	0.033578892	0.006421096	0
KIF3A	0.340775895	0.291578882	0.369172079	0.344588477	0.379580704
CCNI2	0.037745377	0.034344645	0.024860256	0.044444968	0.100102432
8-Sep	0.110650625	0.072860955	0.059829239	0.087247622	0.11196427
SHROOM1	0	0.008080747	0.003118425	0.008198923	0.021822611
GDF9	0	0.001420218	0	0	0
UQCRQ	1.790799972	1.575900645	1.431382869	1.6318197	1.647719282
LEAP2	0	0.011603755	0.018844536	0.003410051	0.013171399
AFF4	0.688737555	0.822004395	0.72408869	0.868145443	0.910802734
AC010240.3	0	0	0.014898343	0.004211941	0.009351247
ZCCHC10	0.355585653	0.341460457	0.322401296	0.367066613	0.320661529
HSPA4	0.781419953	0.770903259	0.751519982	0.826684808	0.971157699
FSTL4	0	0.003059563	0.009405056	0	0
C5orf15	0.342211303	0.361769471	0.462001105	0.540021418	0.56568032
VDAC1	1.087164548	1.15771549	1.38763642	1.306254775	1.484552601
AC008608.2	0.012542134	0.013637853	0.021978844	0	0.010110579
TCF7	0.800278067	0.670769043	0.56357472	0.08165749	0.078977454
SKP1	2.67441232	2.644622134	2.753209442	2.557308183	2.673473683
AC104109.3	0	0.002570527	0	0	0.006512691
PPP2CA	0.714607497	1.023611721	1.101901541	1.090715788	1.154262095
AC104109.2	0.015069006	0.008447197	0.024286545	0.008056948	0.00841717
CDKL3	0.025007869	0.007817466	0.003370879	0.025989785	0.014978411
UBE2B	1.429716814	1.950650132	1.99606686	1.740844838	1.874597656
AC109454.2	0	0.00176238	0	0.003780547	0.004841107
CDKN2AIPNL	0.348203898	0.284896339	0.297526582	0.276525037	0.25800185
AC005355.1	0	0	0	0	0
LINC01843	0	0.001325156	0	0	0
JADE2	0.399709468	0.443360753	0.467164898	0.391196506	0.356983186
SAR1B	0.56501832	0.571500465	0.563483061	0.70438788	0.724740092
SEC24A	0.114372772	0.195557405	0.240326894	0.2235596	0.291769244
CAMLG	0.760958657	0.90205873	0.920096154	0.928962693	0.981615622
DDX46	0.942781186	1.038367637	1.111531979	1.081757476	1.161933392
C5orf24	0.28523244	0.358532641	0.448464602	0.472348155	0.442657029
TXNDC15	0.729769874	0.536644587	0.570212202	0.612854364	0.752921742
PCBD2	0.107790971	0.07539499	0.058926679	0.130303	0.143286806
CATSPER3	0	0	0	0	0
PITX1	0	0.003217152	0	0.005076442	0.005746277
C5orf66	0	0.000884117	0	0	0.004359007
H2AFY	0.876302127	0.871196069	0.999892617	1.026998005	1.150990095
AC026691.1	0	0.000751337	0.003495944	0.002661847	0.004798662
TIFAB	0	0.000642418	0.008729824	0	0
AC022092.1	0	0	0	0	0
CXCL14	0.130336987	0.048311152	0.051233576	0.027623336	0.012174017
SLC25A48	0.018365474	0	0.011336831	0	0.000948934
TGFBI	0.116840341	0.113108221	0.131878176	0.079693103	0.026003659
SMAD5-AS1	0	0	0	0.014592494	0
SMAD5	0.202334545	0.146346195	0.144096143	0.166709144	0.194829682
SPOCK1	0	0	0.006572953	0	0.003745564
KLHL3	0.010567577	0.022172195	0.005280873	0.007023731	0.035984245
HNRNPA0	1.691846291	2.08507924	2.270574602	1.959840823	2.09744157
AC106791.1	0.03732434	0.036240265	0.008686924	0.022232681	0.029999639
PKD2L2	0.012542134	0.010060072	0.009473809	0.005373055	0.011236721
FAM13B	0.612050522	0.531044997	0.518880786	0.690946157	0.550419823
NME5	0	0.00634882	0.009176955	0.005908847	0.000264096
BRD8	0.236100326	0.19265834	0.242449465	0.214653395	0.265696666
KIF20A	0	0	0	0	0.005533348
CDC23	0.193688705	0.175898601	0.190801914	0.200579342	0.209079396
GFRA3	0	0.001784686	0.014835233	0.007485838	0.012647413
CDC25C	0	0.003009096	0	0	0.011012176
FAM53C	0.319812528	0.664185216	0.472120909	0.605083735	0.642945678
KDM3B	0.281123526	0.204262451	0.231976591	0.174120745	0.236552435
REEP2	0.051550041	0.022175721	0.021178195	0.079190245	0.225556463
EGR1	0.68557637	0.965282493	0.631537838	0.82313474	0.598063999
ETF1	0.57091661	0.849371117	1.173483774	0.93514451	1.030414421
HSPA9	0.873668103	1.343799834	1.692429823	1.40653739	1.618669429
CTNNA1	0.339315768	0.335810778	0.297854564	0.458272208	0.705479809
AC034243.1	0	0.004634653	0	0	0
LRRTM2	0	0	0	0	0
SIL1	0.335409317	0.238237975	0.259512251	0.224923575	0.315569539
AC011405.1	0	0	0	0	0
MATR3	0.011797093	0.006934647	0.011972013	0.042158279	0.013871355
SNHG4	0	0.008831726	0.026665945	0.021386759	0.024378663
MATR3.1	0.608095773	0.768235277	0.739819073	0.669758403	0.710985704
PAIP2	1.721578193	1.752429547	1.86149911	1.828927182	1.945188823
AC135457.1	0.024029917	0.020028541	0.009317164	0.014187476	0.037535608
SLC23A1	0.010325076	0	0	0.003548659	0
MZB1	0.201701379	0.146823138	0.241069862	0.390299733	0.534558751
PROB1	0.021561175	0.019723687	0.015339095	0.013200697	0.046389715
SPATA24	0.033567068	0.040096233	0.036354151	0.028341272	0.038201193
DNAJC18	0.079295734	0.086697431	0.106458194	0.113226808	0.171744982
ECSCR	0	0.001792592	0.014940961	0	0
SMIM33	0	0	0	0.004547924	0.001733793
TMEM173	0.513412987	0.663577905	0.906803231	0.920817514	0.8924841
UBE2D2	2.065977078	1.986087271	2.08528338	2.09232907	2.1966358
CXXC5	0.068444909	0.031247639	0.051555676	0.076993201	0.17065586
CXXC5-AS1	0	0	0	0	0
NRG2	0.018260658	0.043460482	0.043222287	0.050096061	0.009156573
MALINC1	0	0.013975607	0.00377856	0.00307191	0.004151638
PURA	0.59779195	0.463641659	0.378624454	0.440633626	0.465727254
IGIP	0.010567577	0.010791289	0.00308346	0.003710092	0.002474774
CYSTM1	0.6314465	0.594170447	0.721935113	0.404130078	0.324725987
PFDN1	0.517517088	0.478238335	0.454640367	0.481591715	0.531559818
HBEGF	0.097188377	0.119615137	0.129872772	0.120003314	0.020013531
AC008438.1	0.04255305	0.027262671	0.028037446	0.048855213	0.045077008
ANKHD1	0.295410299	0.299030809	0.25700733	0.264978965	0.336652834
ANKHD1-EIF4EBP3	0.033220047	0.012395595	0	0.016898061	0.014477564
SRA1	0.673217085	0.862766967	0.905229369	0.886497234	1.050265015
EIF4EBP3	0.060846875	0.06309537	0.086893942	0.036284417	0.027399244
APBB3	0.131613857	0.128905197	0.16362106	0.162312156	0.152884706
SLC35A4	0.381946996	0.252391385	0.27154637	0.358207266	0.348947903
CD14	0.064641955	0.10124642	0.086149033	0.090448655	0.02889745
NDUFA2	1.374108736	1.20750766	1.254949701	1.304365691	1.26198359
TMCO6	0.178954777	0.108503761	0.102360079	0.126017975	0.143995524
IK	1.123006965	1.120713181	1.059875512	1.129955511	1.08519208
WDR55	0.281701513	0.277369516	0.235110962	0.334105689	0.345106336
DND1	0.010222447	0.003638659	0	0.005658309	0.002890969
HARS	0.480086791	0.450756764	0.407504538	0.49404751	0.546975347
HARS2	0.298082176	0.220407292	0.197716682	0.260457243	0.219900589
ZMAT2	0.880374887	0.81610783	0.864791397	0.866527134	0.980611274
PCDHA3	0	0	0	0	0
PCDHA4	0	0	0	0	0
PCDHA7	0	0	0	0	0
PCDHA10	0	0	0	0	0
PCDHA12	0.019523483	0.001858651	0	0	0
PCDHAC2	0	0	0	0	0
PCDHB1	0	0	0	0	0
PCDHB2	0	0.002930454	0	0	0
PCDHB3	0	0	0	0	0
AC244517.1	0	0	0	0	0
PCDHB4	0.018330402	0	0	0.003188875	0
PCDHB5	0.009666535	0	0	0.00582663	0
PCDHB6	0	0	0	0	0
PCDHB7	0	0	0	0	0
PCDHB8	0	0	0	0	0
PCDHB16	0	0.001776113	0.008729824	0	0
PCDHB9	0	0	0	0	0
PCDHB10	0	0	0	0	0
PCDHB11	0	0	0	0	0
PCDHB12	0	0	0	0	0
PCDHB13	0	0	0	0	0
PCDHB14	0	0.001269502	0	0	0
PCDHB15	0	0	0	0	0
TAF7	1.345835873	1.375587041	1.311060197	1.416822412	1.458061255
SLC25A2	0	0.001451761	0	0	0.001556977
AC005618.1	0	0.002268211	0	0.003745565	0.00628835
PCDHGA2	0	0	0	0	0
PCDHGA3	0	0	0	0	0
PCDHGB1	0	0.002431362	0	0	0
PCDHGA4	0	0.001156509	0	0	0
PCDHGB2	0	0.005045705	0.016857291	0.005790276	0
PCDHGA5	0	0	0	0	0
PCDHGA6	0	0.00268505	0.007541234	0	0
PCDHGA7	0	0	0	0	0
PCDHGB4	0	0	0	0	0
PCDHGA8	0	0	0	0	0
PCDHGB5	0	0.001786446	0	0.005272606	0.001589936
PCDHGA9	0	0	0	0	0
PCDHGB6	0	0	0	0	0
PCDHGA10	0	0	0	0	0
PCDHGB7	0	0	0	0	0
PCDHGA11	0	0	0	0	0
PCDHGA12	0	0.001339997	0	0	0
PCDHGC3	0	0.004030112	0	0.009432905	0
DIAPH1	0.974253807	0.921571394	1.067414416	1.128990698	1.162549157
HDAC3	0.431704704	0.437586173	0.527418188	0.509646807	0.601222375
RELL2	0.216308251	0.220053208	0.207871962	0.165661807	0.147457202
FCHSD1	0.309323001	0.352056297	0.338337982	0.43270966	0.438551595
ARAP3	0.019510255	0.012375987	0.02285524	0.016762609	0.040994333
PCDH1	0	0.000972109	0	0.008636471	0
DELE1	0.445109069	0.426612498	0.445061933	0.455733705	0.573000302
PCDH12	0	0	0	0	0
AC005740.4	0	0.00089822	0	0	0.001802908
RNF14	0.272695657	0.197419274	0.213307116	0.2304773	0.202368595
GNPDA1	0.336940381	0.230911441	0.244472244	0.25518663	0.328551572
NDFIP1	1.249610831	1.283506407	1.400293787	1.249779603	1.400555556
SPRY4	0	0.005635719	0.007254405	0.002226519	0.005600156
FGF1	0	0	0	0	0
ARHGAP26	0.320295413	0.439949167	0.339732845	0.363981097	0.291079317
NR3C1	1.406354228	1.640128881	2.075870633	1.97758183	2.076322135
HMHB1	0	0	0.002898661	0.002559458	0.013205884
YIPF5	0.764784003	0.983109098	1.388344759	0.981065595	0.789233049
KCTD16	0	0.004047998	0.007134052	0	0
PRELID2	0.021533501	0.038131678	0.031307557	0.043406973	0.075319102
SH3RF2	0	0.002007416	0.013598077	0.002643882	0.003618291
PLAC8L1	0	0.000466397	0.003370879	0	0
LARS	0.635051036	0.421096053	0.406405153	0.443449844	0.417168785
AC091959.3	0.050474811	0.02606278	0.027716638	0.037162888	0.0289187
RBM27	0.126985608	0.08984994	0.09415239	0.080699048	0.102131344
TCERG1	0.629959543	0.532443625	0.541015006	0.556706112	0.605413197
PPP2R2B	0.586146041	0.606368916	0.460196459	0.595405509	0.280769429
STK32A-AS1	0	0.001208591	0	0	0
STK32A	0	0.002565673	0.005736027	0	0
DPYSL3	0.023589329	0.007647874	0	0.018391393	0.002249307
JAKMIP2	0.181916223	0.17393487	0.111587398	0.133361719	0.037933827
SPINK1	0.191022806	0.123383605	0.118468299	0.131442717	0.029649829
SCGB3A2	0.899523662	0.657457853	0.398828512	0.452101029	0.080279477
C5orf46	0	0.000799669	0	0	0
SPINK5	0	0.005635258	0	0.003699918	0
SPINK13	0	0	0	0	0.001118658
AC091948.1	0.01052509	0.005984073	0.003457107	0.0110461	0
FBXO38	0.25115541	0.157279621	0.14513487	0.219718231	0.194191553
ADRB2	0.536417532	0.507553124	0.36659946	0.401179914	0.07890015
ABLIM3	0	0.001089796	0	0	0
AFAP1L1	0	0	0	0.007479257	0
GRPEL2	0.193176814	0.12457877	0.138377312	0.14951135	0.11409654
GRPEL2-AS1	0	0	0	0	0.005055235
PCYOX1L	0.085991747	0.121061171	0.152559141	0.112301747	0.174674431
IL17B	0	0	0	0	0
CARMN	0	0	0	0	0
CSNK1A1	0.91995748	1.117389467	1.278226912	1.165963537	1.29264871
ARHGEF37	0	0.000819524	0	0	0.002448102
PPARGC1B	0	0.026209112	0.03019358	0.029948593	0.021552762
SLC26A2	0.129419965	0.088858211	0.098879877	0.106233515	0.095910572
TIGD6	0.050746051	0.016991907	0.006226843	0.044084661	0.022005339
HMGXB3	0.210907146	0.353766949	0.394794035	0.474527486	0.469372517
CSF1R	0.017212787	0.041591551	0.014244218	0.032461783	0.014857531
PDGFRB	0	0.008581516	0.002405683	0.023386561	0.039844553
CDX1	0	0	0	0	0
SLC6A7	0	0.000870713	0	0	0.00180523
CAMK2A	0	0	0	0.005735813	0
ARSI	0	0	0	0.002832589	0
TCOF1	0.357237771	0.347987766	0.22523575	0.323716966	0.33486339
CD74	5.683253444	5.386653529	5.121074071	5.392950088	5.119124798
RPS14	5.549397163	5.438882345	5.377277193	5.091467322	4.838686918
NDST1-AS1	0	0	0	0	0
NDST1	0	0.004842865	0.009995294	0.009305108	0.001785587
SYNPO	0	0.005083866	0	0.017904014	0.005089325
MYOZ3	0	0.001865898	0	0	0
RBM22	0.827097234	0.716303566	0.683423472	0.760777386	0.748193915
DCTN4	0.232960065	0.385318901	0.357734592	0.392922639	0.310717587
SMIM3	0.111487801	0.155312464	0.61116731	0.165004503	0.304614171
IRGM	0	0.011266049	0.020129134	0.011420435	0
ZNF300	0	0.005668467	0.004507313	0	0.00110878
GPX3	0.06418463	0.035305776	0.02341417	0.023245416	0.004829706
TNIP1	1.003837734	1.011200055	1.075226566	1.002191733	1.057743375
ANXA6	1.908808039	1.752871341	1.825878254	1.88716993	1.827412861
CCDC69	0.567944838	0.618799098	0.689341706	0.796733688	0.846017119
GM2A	0.173661628	0.135170198	0.095230384	0.143406835	0.114136706
SLC36A1	0.071653474	0.050854677	0.059375699	0.068404835	0.092505423
FAT2	0	0	0	0	0.00221554
AC011337.1	0	0.000494764	0	0	0.002864304
SPARC	0.185535781	0.150702508	0.255968774	0.172197766	0.091283513
AC011374.2	0	0	0	0.002926799	0
ATOX1	0.675678976	0.573215372	0.689966296	0.578393677	0.587545836
AC091982.3	0.041689681	0.032288325	0.025805632	0.024919288	0.032377426
G3BP1	0.813177068	0.81048049	0.906131089	0.836025524	0.93775702
LINC01933	0	0	0	0	0
FAM114A2	0.16098935	0.173271533	0.093877985	0.144989881	0.182668641
MFAP3	0.177009056	0.082860668	0.091030341	0.066522622	0.080867276
GALNT10	0.171904321	0.245265891	0.291193895	0.265259008	0.34013303
SAP30L-AS1	0	0.007210004	0.010251529	0.00177537	0.008660765
SAP30L	0.141799707	0.126773703	0.105764081	0.127113025	0.163650359
HAND1	0	0	0	0	0.001811839
LARP1	0.451368559	0.371291859	0.352913301	0.425090584	0.440014866
FAXDC2	0	0.009224405	0	0.00463648	0.002198172
CNOT8	0.659198991	0.645352136	0.746582644	0.773411164	0.678375503
GEMIN5	0.079423764	0.084200703	0.06757594	0.102203902	0.112640657
MRPL22	0.646109934	0.579737108	0.559403235	0.615222242	0.63071903
SGCD	0.008647618	0.001012914	0.005877141	0	0.003696192
TIMD4	0.057570118	0.053529311	0.14838136	0.274216964	0.174018044
HAVCR1	0.009364747	0.002253946	0.006894877	0.017672783	0.03062146
HAVCR2	0.379581122	0.407010389	0.692622581	1.411593396	2.141425583
MED7	0.263491637	0.217325037	0.14443468	0.178083519	0.268846417
ITK	0.976537962	1.110796013	1.21868136	1.274770406	1.267587272
CYFIP2	1.001553987	1.076376725	1.040262095	1.120609989	1.200249001
FNDC9	0	0.002865635	0.002786638	0.00617418	0.187537697
AC008676.1	0	0.00205678	0	0.007718159	0
ADAM19	0.171588097	0.273904916	0.562711479	0.646744203	0.621094262
NIPAL4	0	0.003702861	0.004028268	0.014288656	0.112959754
AC106801.1	0	0.000820695	0	0.007425693	0.00421778
SOX30	0	0	0	0.002646186	0.005675652
THG1L	0.171829367	0.151400972	0.137213995	0.178201187	0.260990467
